"startDate","endDate","afam","racial","aa","black","negro","rd","cr","seg"
"19831001","19840101",62,268,129,1722,28,62,427,45
"19840101","19840401",77,278,136,1803,34,89,501,44
"19840401","19840701",64,269,140,1827,27,76,463,42
"19840701","19841001",77,251,184,1703,25,60,485,32
"19841001","19850101",45,257,213,1782,26,57,444,53
"19850101","19850401",43,296,191,1712,34,53,322,43
"19850401","19850701",77,344,197,1867,36,61,424,61
"19850701","19851001",68,419,349,1947,27,81,351,73
"19851001","19860101",86,430,229,2116,28,102,433,57
"19860101","19860401",68,340,221,1863,55,67,439,58
"19860401","19860701",61,393,254,2000,26,76,380,55
"19860701","19861001",64,408,321,2042,33,85,437,55
"19861001","19870101",45,378,260,2085,46,68,480,52
"19870101","19870401",59,496,207,2010,41,102,449,55
"19870401","19870701",79,398,185,2040,37,97,437,55
"19870701","19871001",71,335,219,1850,32,65,471,57
"19871001","19880101",50,424,205,2221,30,62,456,48
"19880101","19880401",38,473,185,2193,53,88,514,46
"19880401","19880701",55,404,221,2041,31,73,412,47
"19880701","19881001",41,417,218,1981,28,109,475,84
"19881001","19890101",48,414,235,2138,28,92,419,59
"19890101","19890401",104,445,218,2066,34,93,506,62
"19890401","19890701",75,409,216,2073,26,90,390,36
"19890701","19891001",62,555,210,2123,24,89,474,58
"19891001","19900101",24,436,218,2225,31,59,448,57
"19900101","19900401",46,507,259,2120,53,84,411,44
"19900401","19900701",82,610,301,2252,32,121,436,49
"19900701","19901001",81,489,304,2033,34,128,460,45
"19901001","19910101",96,479,266,2147,29,136,436,38
"19910101","19910401",46,403,224,1956,41,103,440,49
"19910401","19910701",89,463,236,1950,37,124,521,58
"19910701","19911001",112,619,276,2106,48,124,463,67
"19911001","19920101",99,540,247,2044,30,135,475,43
"19920101","19920401",36,473,215,2015,29,73,399,46
"19920401","19920701",44,610,245,2228,44,98,431,52
"19920701","19921001",38,465,259,2013,22,76,415,36
"19921001","19930101",27,607,272,2107,36,97,419,41
"19930101","19930401",52,488,244,1882,28,109,533,79
"19930401","19930701",40,474,254,1963,33,95,542,51
"19930701","19931001",46,421,240,1864,26,87,377,45
"19931001","19940101",31,418,257,2142,29,68,422,49
"19940101","19940401",31,364,284,2035,53,62,398,43
"19940401","19940701",45,375,291,1931,44,91,416,38
"19940701","19941001",36,363,248,1819,42,92,432,55
"19941001","19950101",33,331,273,1982,36,77,385,33
"19950101","19950401",132,355,226,1813,40,84,391,44
"19950401","19950701",132,312,246,1882,40,85,379,50
"19950701","19951001",176,334,248,1828,39,72,346,44
"19951001","19960101",105,448,305,2145,44,76,478,47
"19960101","19960401",105,313,286,1919,57,63,417,45
"19960401","19960701",108,375,338,2022,50,55,386,46
"19960701","19961001",125,303,313,1905,22,50,398,47
"19961001","19970101",125,349,286,1935,29,86,380,34
"19970101","19970401",62,372,341,2015,53,80,404,39
"19970401","19970701",98,354,350,1955,51,64,396,39
"19970701","19971001",83,337,296,2058,23,76,408,38
"19971001","19980101",197,401,403,2288,35,74,434,63
"19980101","19980401",67,381,399,2197,69,66,479,55
"19980401","19980701",118,388,333,2136,33,73,466,29
"19980701","19981001",93,310,384,2201,32,39,414,51
"19981001","19990101",68,344,406,2322,39,68,455,39
"19990101","19990401",59,493,418,2322,46,94,531,54
"19990401","19990701",72,411,339,2248,42,93,451,38
"19990701","19991001",58,332,407,2111,47,79,396,41
"19991001","20000101",51,368,425,2182,45,88,494,54
"20000101","20000401",65,429,522,2274,51,101,525,57
"20000401","20000701",65,404,529,2271,56,102,507,55
"20000701","20001001",109,415,507,2413,40,88,500,42
"20001001","20010101",75,367,487,2349,44,94,508,36
"20010101","20010401",85,435,511,2210,46,121,521,48
"20010401","20010701",58,417,449,2165,39,100,455,44
"20010701","20011001",44,394,417,2136,48,92,459,54
"20011001","20020101",48,290,389,2155,49,55,456,28
"20020101","20020401",49,335,451,2174,44,77,459,48
"20020401","20020701",50,270,441,2174,26,66,448,40
"20020701","20021001",29,226,412,2089,35,50,421,42
"20021001","20030101",78,311,436,2295,44,72,430,80
"20030101","20030401",132,325,441,2209,44,84,413,73
"20030401","20030701",118,323,459,2176,61,85,488,44
"20030701","20031001",62,210,519,1978,25,49,414,44
"20031001","20040101",56,252,422,2198,35,45,400,44
"20040101","20040401",48,232,460,2116,40,54,474,44
"20040401","20040701",57,208,462,2058,26,40,425,71
"20040701","20041001",28,214,455,2045,20,42,429,34
"20041001","20050101",40,203,421,2089,25,35,404,27
"20050101","20050401",31,215,422,2041,34,39,413,37
"20050401","20050701",30,237,438,1969,31,38,438,47
"20050701","20051001",77,288,453,2237,36,65,452,59
"20051001","20060101",52,233,413,2227,36,46,428,55
"20060101","20060401",57,281,427,2174,60,44,392,64
"20060401","20060701",33,332,534,2524,43,46,505,46
"20060701","20061001",34,295,549,2768,59,48,542,39
"20061001","20070101",60,353,587,2953,52,61,558,55
"20070101","20070401",37,359,752,3007,46,65,517,61
"20070401","20070701",37,401,665,2935,44,74,504,63
"20070701","20071001",48,333,540,2705,31,53,543,62
"20071001","20080101",18,389,566,2855,38,64,505,45
"20080101","20080401",41,497,837,3290,73,56,488,58
"20080401","20080701",32,377,690,2988,69,55,481,53
"20080701","20081001",50,301,638,2940,46,36,418,44
"20081001","20090101",30,380,762,3204,52,53,535,46
"20090101","20090401",36,347,783,3044,94,72,596,64
"20090401","20090701",50,318,602,2936,63,71,608,50
"20090701","20091001",51,372,608,2821,58,79,511,55
"20091001","20100101",24,231,523,3109,61,31,495,55
"20100101","20100401",35,323,589,3021,73,54,558,61
"20100401","20100701",40,359,571,2962,69,65,583,76
"20100701","20101001",39,281,472,2745,36,66,492,46
"20101001","20110101",28,242,472,3183,53,26,427,43
"20110101","20110401",21,254,557,3135,49,45,580,44
"20110401","20110701",23,252,546,2934,49,44,559,55
"20110701","20111001",37,267,602,3192,59,42,504,40
"20111001","20120101",52,369,624,3801,53,76,684,69
"20120101","20120401",44,448,687,3507,68,76,671,83
"20120401","20120701",54,442,582,2969,42,93,683,73
"20120701","20121001",41,297,592,2806,51,65,564,58
"20121001","20130101",75,253,477,2552,43,55,528,51
"20130101","20130401",38,262,501,2445,31,67,619,64
"20130401","20130701",80,364,517,2451,68,76,683,75
"20130701","20131001",35,387,536,2532,54,88,635,73
"20131001","20140101",12,312,481,2583,42,63,550,45
"20140101","20140401",25,505,781,4653,56,94,1401,98
"20140401","20140701",69,651,968,4886,88,139,1423,136
"20140701","20141001",36,692,1121,5029,68,131,1586,110
"20141001","20150101",32,790,1204,5728,62,151,1604,114
